id,trait_000,trait_001,trait_002,trait_003,trait_004,trait_005,trait_006,trait_007,trait_008,trait_009,trait_010,trait_011,trait_012,trait_013,trait_014,trait_015,trait_016,trait_017,trait_018,trait_019
genome_003276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
genome_003277,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003278,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
genome_003279,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
genome_003280,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
genome_003281,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
genome_003282,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
genome_003283,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
genome_003284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003285,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
genome_003286,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
genome_003287,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
genome_003288,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
genome_003289,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
genome_003290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
genome_003291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003292,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
genome_003293,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
genome_003294,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
genome_003295,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
genome_003296,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
genome_003297,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
genome_003298,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
genome_003299,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003300,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1
genome_003301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
genome_003302,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
genome_003303,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
genome_003304,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
genome_003305,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
genome_003306,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
genome_003307,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
genome_003308,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
genome_003309,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
genome_003310,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
genome_003311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
genome_003315,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
genome_003316,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
genome_003317,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
genome_003318,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
genome_003320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
genome_003322,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
genome_003323,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
genome_003324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
genome_003327,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
genome_003328,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
genome_003329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003330,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
genome_003331,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0
genome_003332,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
genome_003333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
genome_003334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
genome_003335,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
genome_003336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003337,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
genome_003338,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
genome_003339,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
genome_003340,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003341,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
genome_003342,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003343,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
genome_003344,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
genome_003345,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
genome_003346,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003347,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
genome_003348,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
genome_003349,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
genome_003350,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
genome_003351,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
genome_003352,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
genome_003353,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
genome_003354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
genome_003355,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
genome_003356,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
genome_003357,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
genome_003358,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1
genome_003359,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0
genome_003360,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003361,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
genome_003362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
genome_003363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003364,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
genome_003365,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
genome_003366,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
genome_003367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003368,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
genome_003369,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
genome_003370,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
genome_003371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
genome_003372,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
genome_003373,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
genome_003374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003375,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
genome_003376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003377,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
genome_003378,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
genome_003379,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
genome_003380,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
genome_003381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003383,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
genome_003384,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
genome_003385,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
genome_003386,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
genome_003387,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003388,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003389,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
genome_003390,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003391,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
genome_003392,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
genome_003393,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
genome_003394,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
genome_003395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003396,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
genome_003397,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
genome_003398,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
genome_003399,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
genome_003400,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
genome_003401,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
genome_003402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003403,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
genome_003404,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
genome_003405,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
genome_003406,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
genome_003407,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
genome_003408,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
genome_003409,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
genome_003410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
genome_003411,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
genome_003412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003413,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
genome_003414,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
genome_003415,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
genome_003416,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
genome_003417,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
genome_003418,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
genome_003419,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
genome_003420,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
genome_003421,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
genome_003422,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0
genome_003423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
genome_003424,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
genome_003425,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
genome_003426,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
genome_003427,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
genome_003428,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
genome_003429,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
genome_003430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003431,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
genome_003433,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
genome_003434,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
genome_003435,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0
genome_003436,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
genome_003437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003439,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
genome_003440,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
genome_003441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
genome_003442,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
genome_003443,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003444,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
genome_003445,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
genome_003446,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
genome_003447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003448,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
genome_003449,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
genome_003450,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
genome_003451,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
genome_003452,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
genome_003453,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
genome_003454,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
genome_003455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
genome_003456,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
genome_003457,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
genome_003458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
genome_003459,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
genome_003460,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
genome_003461,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
genome_003462,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003463,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
genome_003464,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
genome_003465,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
genome_003466,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
genome_003467,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
genome_003468,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
genome_003469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003470,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
genome_003471,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
genome_003472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003474,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
genome_003475,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
genome_003476,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
genome_003477,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
genome_003478,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
genome_003479,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
genome_003480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003481,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
genome_003482,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
genome_003483,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
genome_003484,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
genome_003485,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0
genome_003486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
genome_003487,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
genome_003488,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
genome_003489,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
genome_003490,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
genome_003491,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
genome_003492,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
genome_003493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003494,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
genome_003495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
genome_003496,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003497,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
genome_003498,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
genome_003499,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0
genome_003500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003502,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
genome_003503,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
genome_003504,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
genome_003505,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
genome_003506,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
genome_003507,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
genome_003508,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
genome_003509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003510,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
genome_003511,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
genome_003512,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
genome_003513,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
genome_003514,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
genome_003515,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
genome_003516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003517,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
genome_003518,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003519,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0
genome_003520,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
genome_003521,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
genome_003523,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
genome_003524,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
genome_003525,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
genome_003526,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0
genome_003527,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
genome_003528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003529,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003530,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
genome_003531,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
genome_003532,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
genome_003533,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
genome_003534,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
genome_003535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003536,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
genome_003537,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
genome_003538,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
genome_003539,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
genome_003540,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
genome_003541,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
genome_003542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003543,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
genome_003544,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
genome_003545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
genome_003546,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
genome_003547,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
genome_003548,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
genome_003549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
genome_003551,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1
genome_003552,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
genome_003553,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
genome_003554,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0
genome_003555,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
genome_003556,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
genome_003557,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
genome_003558,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
genome_003559,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0
genome_003560,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
genome_003561,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
genome_003562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
genome_003563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
genome_003564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003565,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003566,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
genome_003567,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
genome_003568,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
genome_003569,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
genome_003570,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
genome_003572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_003573,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
genome_003574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
genome_003575,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
genome_003576,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
genome_003577,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
